,screen_name,text,source,retweet_count,hashtags,mentions_screen_name,searchTerm,disease,Preprocesstext,Sentiment,ADRE,Symptoms,SideEffects,Unspecified_ADR
33,reannalane,"Work me vs. home me



Work me: Septic shock pt with resp in the 30's on cont abx. Fib RVR 150-180 on verapamil gtt BP tanking 70/50. HF pt on primacor gtt and lasix gtt. Active chest painer titrating nitro. No problem!



Home me: Leaves work laundry in dryer for 4 days



#nurselife",Twitter for Android,0,nurselife,,Lasix,High_Bp,work me vs home me work me septic shock pt with resp in the on cont abx fib rvr on verapamil gtt bp tanking hf pt on primacor gtt and lasix gtt active chest painer titrating nitro no problem home me leaves work laundry in dryer for days nurselife,negative,['chest'],"[('gtt active chest', 'chest painer titrating')]","nausea,diarrhea,constipation,stomach cramping,spins,dizziness,headache,blurred vision,itching,itch,rashes,eye twitches,heart arrhythmia,productive,nauseous,nasal spray,irrational,attention-killing,grumpy,sedated,stuffy sinuses,impotency,kidney stones,never have another orgasm,daydream,rollercoastery,seizures,bruises,gorked,crabby,tingling,reaction,prozac,insomniac",['chest']
34,ywolfe,Hypercalcemia treatment includes hydration. HOLD the lasix! Slow rate IV biphosphonate #EMConf @EinsteinEMed @JasonBe13982798,Twitter for iPhone,0,EMConf,EinsteinEMed JasonBe13982798,Lasix,High_Bp,hypercalcemia treatment includes hydration hold the lasix slow rate iv biphosphonate emconf,negative,['slow'],"[('the lasix slow', 'slow rate iv')]","nausea,diarrhea,constipation,stomach cramping,spins,dizziness,headache,blurred vision,itching,itch,rashes,eye twitches,heart arrhythmia,productive,nauseous,nasal spray,irrational,attention-killing,grumpy,sedated,stuffy sinuses,impotency,kidney stones,never have another orgasm,daydream,rollercoastery,seizures,bruises,gorked,crabby,tingling,reaction,prozac,insomniac",['slow']
35,mamiern85,"@scagniRN @nurseTTG @Nursing_Heretic 2/ After a few hours, when the “unnecessary?? Lasix kicked in, they did take the pt to CT with 2 RNs and equipment just short of a crash cart. After they got back, the pt was put on a Lasix drip. <f0><U+009F><U+00A4",Twitter for iPhone,0,,scagniRN nurseTTG Nursing_Heretic,Lasix,High_Bp,after few hours when the unnecessary lasix kicked in they did take the pt to ct with rns and equipment just short of crash cart after they got back the pt was put on lasix drip,negative,"['back', 'drip']","[('they got back', 'back the pt'), None]","nausea,diarrhea,constipation,stomach cramping,spins,dizziness,headache,blurred vision,itching,itch,rashes,eye twitches,heart arrhythmia,productive,nauseous,nasal spray,irrational,attention-killing,grumpy,sedated,stuffy sinuses,impotency,kidney stones,never have another orgasm,daydream,rollercoastery,seizures,bruises,gorked,crabby,tingling,reaction,prozac,insomniac","['back', 'drip']"
36,mamiern85,@scagniRN @nurseTTG @Nursing_Heretic 1/ The odd thing is that the intensivist agreed the pt was too unstable. The surgeon’s NP threw me under the bus saying I was trying to force her to “order Lasix the pt didn’t need??. The nurse that picked up t,Twitter for iPhone,0,,scagniRN nurseTTG Nursing_Heretic,Lasix,High_Bp,the odd thing is that the intensivist agreed the pt was too unstable the surgeon np threw me under the bus saying was trying to force her to order lasix the pt didn need the nurse that picked up,negative,['up'],[None],"nausea,diarrhea,constipation,stomach cramping,spins,dizziness,headache,blurred vision,itching,itch,rashes,eye twitches,heart arrhythmia,productive,nauseous,nasal spray,irrational,attention-killing,grumpy,sedated,stuffy sinuses,impotency,kidney stones,never have another orgasm,daydream,rollercoastery,seizures,bruises,gorked,crabby,tingling,reaction,prozac,insomniac",['up']
37,tealangel09,Update on mom via Dan...Mom went into Mercy Hospital this afternoon for a lasix procedure to help get rid of the excess fluid build up in her lungs. She will be staying overnight for monitoring as she is still having trouble breathing.,Facebook,0,,,Lasix,High_Bp,update on mom via dan mom went into mercy hospital this afternoon for lasix procedure to help get rid of the excess fluid build up in her lungs she will be staying overnight for monitoring as she is still having trouble breathing,negative,"['up', 'lung']","[('fluid build up', 'up in her'), ('in her lung', 'lung s she')]","nausea,diarrhea,constipation,stomach cramping,spins,dizziness,headache,blurred vision,itching,itch,rashes,eye twitches,heart arrhythmia,productive,nauseous,nasal spray,irrational,attention-killing,grumpy,sedated,stuffy sinuses,impotency,kidney stones,never have another orgasm,daydream,rollercoastery,seizures,bruises,gorked,crabby,tingling,reaction,prozac,insomniac","['up', 'lung']"
38,be_nMD,"@CanesDavid @medicalaxioms @NephrosisMo @VelezNephHepato Lol on SICU I discovered the key to the trauma surgeon’s heart (inside of its hard impenetrable shell):

- Blood products are king, and FFP rules them all

- Lasix is a bad word 

- When in do",Twitter for iPhone,1,,CanesDavid medicalaxioms NephrosisMo VelezNephHepato,Lasix,High_Bp,lol on sicu discovered the key to the trauma surgeon heart inside of its hard impenetrable shell blood products are king and ffp rules them all lasix is bad word when in dou,negative,"['heart', 'blood', 'product', 'bad']","[('trauma surgeon heart', 'heart inside of'), ('impenetrable shell blood', 'blood products are'), ('shell blood product', 'product s are'), ('lasix is bad', 'bad word when')]","nausea,diarrhea,constipation,stomach cramping,spins,dizziness,headache,blurred vision,itching,itch,rashes,eye twitches,heart arrhythmia,productive,nauseous,nasal spray,irrational,attention-killing,grumpy,sedated,stuffy sinuses,impotency,kidney stones,never have another orgasm,daydream,rollercoastery,seizures,bruises,gorked,crabby,tingling,reaction,prozac,insomniac","['blood', 'bad']"
39,tpierce625,@mbauerherzog I mean he ran in the Juvy turf on Lasix. Not sure why the fuss?,Twitter for Android,0,,mbauerherzog,Lasix,High_Bp,mean he ran in the juvy turf on lasix not sure why the fuss,negative,['mean'],[None],"nausea,diarrhea,constipation,stomach cramping,spins,dizziness,headache,blurred vision,itching,itch,rashes,eye twitches,heart arrhythmia,productive,nauseous,nasal spray,irrational,attention-killing,grumpy,sedated,stuffy sinuses,impotency,kidney stones,never have another orgasm,daydream,rollercoastery,seizures,bruises,gorked,crabby,tingling,reaction,prozac,insomniac",['mean']
40,mcnamara1971,"Lasix does reduce severity of EIPH, But brings other side effects, relating to dehydration,electrolyte imbalance, &amp; issue with calcium intake to the bone, thus questioning again bone/joint related injuries. A 50/50 toss up,... https://t.co/Lb0XmA9Rvj",Facebook,0,,,Lasix,High_Bp,lasix does reduce severity of eiph but brings other side effects relating to dehydration electrolyte imbalance amp issue with calcium intake to the bone thus questioning again bone joint related injuries toss up,negative,"['sever', 'dehydr', 'bone', 'bone', 'up']","[('does reduce sever', 'sever ity of'), ('relating to dehydr', 'dehydr ation electrolyte'), ('to the bone', 'bone thus questioning'), ('to the bone', 'bone thus questioning'), None]","nausea,diarrhea,constipation,stomach cramping,spins,dizziness,headache,blurred vision,itching,itch,rashes,eye twitches,heart arrhythmia,productive,nauseous,nasal spray,irrational,attention-killing,grumpy,sedated,stuffy sinuses,impotency,kidney stones,never have another orgasm,daydream,rollercoastery,seizures,bruises,gorked,crabby,tingling,reaction,prozac,insomniac","['sever', 'dehydr', 'bone', 'bone', 'up']"
41,myhorsepaco,"@JWKirk62 @JonAntoine Glad to hear you're home. If they gave you a lot of lasix or another diuretic, it's very hard on the kidneys. I'm so sorry that you had to go through all of that. I bet Jeff was so worried. Onwards and upwards now!",Twitter Web Client,0,,JWKirk62 JonAntoine,Lasix,High_Bp,glad to hear you re home if they gave you lot of lasix or another diuretic it very hard on the kidneys so sorry that you had to go through all of that bet jeff was so worried onwards and upwards now,negative,['kidney'],"[('on the kidney', 'kidney s so')]","nausea,diarrhea,constipation,stomach cramping,spins,dizziness,headache,blurred vision,itching,itch,rashes,eye twitches,heart arrhythmia,productive,nauseous,nasal spray,irrational,attention-killing,grumpy,sedated,stuffy sinuses,impotency,kidney stones,never have another orgasm,daydream,rollercoastery,seizures,bruises,gorked,crabby,tingling,reaction,prozac,insomniac",[]
42,ossy147,"RT @katiewiskar: Likewise, all that crackes is not heart failure.

And that pneumosepsis is reeeeally not loving the Lasix <f0><U+009F><U+00A4><U+00A6><f0><U+009F><U+008F><U+00BC><U+200D><U+2640><U+FE0F> https://t.â€¦",Twitter for Android,5,,katiewiskar,Lasix,High_Bp,likewise all that crackes is not heart failure and that pneumosepsis is reeeeally not loving the lasix bc fe,negative,['heart'],"[('is not heart', 'heart failure and')]","nausea,diarrhea,constipation,stomach cramping,spins,dizziness,headache,blurred vision,itching,itch,rashes,eye twitches,heart arrhythmia,productive,nauseous,nasal spray,irrational,attention-killing,grumpy,sedated,stuffy sinuses,impotency,kidney stones,never have another orgasm,daydream,rollercoastery,seizures,bruises,gorked,crabby,tingling,reaction,prozac,insomniac",[]
43,Z_Maalak,"only three ß-blockers approved by the FDA to treat heart failure:

Carvedilol (Coreg)

Bisoprolol (Zebeta)

Metoprolol (Toprol)



prefer carvedilol because it’s a1 &amp; ß1,2 Blocker",Twitter Web Client,0,,,Carvedilol,High_Bp,only three blockers approved by the fda to treat heart failure carvedilol coreg bisoprolol zebeta metoprolol toprol prefer carvedilol because it amp blocker,negative,['heart'],"[('to treat heart', 'heart failure carvedilol')]","dizziness,lightheadedness,drowsiness,diarrhea,nausea,vomiting,weakness,tiredness,headache,joint pain,cough,dry eyes,vision changes,ejaculate,fast speech,lost effectiveness,cough,yucky,digestive system,addict,chronic fatigue sydrome,fever,rocking,lamitol,fog,restlessness,loopy,crazies,sore throats,retarded,psychotic episode,plateau,night terrors,voice,weaker,lexapro,anxious,thirsty,instability,mean,dry nose,hurts,unresponsible,headache,dissociation,never sleeping,mood swings,ate,relaxes",['heart']
44,Lizethchapaa,"RT @PharmaFactz: Beta blockers by indication



Cardiac arrhythmia

- Esmolol

- Sotalol



Congestive heart failure

- Carvedilol

- Metoprolol



G…",Twitter for iPhone,566,,PharmaFactz,Carvedilol,High_Bp,beta blockers by indication cardiac arrhythmia esmolol sotalol congestive heart failure carvedilol metoprolol,negative,"['indic', 'heart']","[('blockers by indic', 'indic ation cardiac'), ('sotalol congestive heart', 'heart failure carvedilol')]","dizziness,lightheadedness,drowsiness,diarrhea,nausea,vomiting,weakness,tiredness,headache,joint pain,cough,dry eyes,vision changes,ejaculate,fast speech,lost effectiveness,cough,yucky,digestive system,addict,chronic fatigue sydrome,fever,rocking,lamitol,fog,restlessness,loopy,crazies,sore throats,retarded,psychotic episode,plateau,night terrors,voice,weaker,lexapro,anxious,thirsty,instability,mean,dry nose,hurts,unresponsible,headache,dissociation,never sleeping,mood swings,ate,relaxes","['indic', 'heart']"
45,TuckerGoodrich,"Next drug on my ""get off"" list: metoprolol 

""However, neither carvedilol nor metoprolol showed significant benefits on all-cause death, cardiovascular death, revascularization, and rehospitalization. ""

""Meta-Analysis Comparing...""

https://t.co/91EoFuwBFu",Twitter Web Client,0,,,Carvedilol,High_Bp,next drug on my get off list metoprolol however neither carvedilol nor metoprolol showed significant benefits on all cause death cardiovascular death revascularization and rehospitalization meta analysis comparing,negative,"['death', 'death']","[('all cause death', 'death cardiovascular death'), ('all cause death', 'death cardiovascular death')]","dizziness,lightheadedness,drowsiness,diarrhea,nausea,vomiting,weakness,tiredness,headache,joint pain,cough,dry eyes,vision changes,ejaculate,fast speech,lost effectiveness,cough,yucky,digestive system,addict,chronic fatigue sydrome,fever,rocking,lamitol,fog,restlessness,loopy,crazies,sore throats,retarded,psychotic episode,plateau,night terrors,voice,weaker,lexapro,anxious,thirsty,instability,mean,dry nose,hurts,unresponsible,headache,dissociation,never sleeping,mood swings,ate,relaxes","['death', 'death']"
46,megeairn,@LillyPad I am a user of your Humalog KwikPen and I must say that product is a complete failure! Your dial mechanism does not deliver the correct amount of dosage so I had to go back to the bottle in the syringe. You are a class action lawsuit waiting to,Twitter for iPhone,0,,LillyPad,Humalog,Diabetes,am user of your humalog kwikpen and must say that product is complete failure your dial mechanism does not deliver the correct amount of dosage so had to go back to the bottle in the syringe you are class action lawsuit waiting to,negative,"['product', 'back']","[('say that product', 'product is complete'), ('to go back', 'back to the')]","blurred vision,chills,cold sweats,confusion,depression,dizziness,drowsiness,excessive hunger,fast heartbeat,fever,headache,irritability,lower pain,nightmares,painful urination,restless sleep,seizures,shakiness,slurred speech,sleepless,memory loss,prolactin,sun sensitivity,dizziness,vomited,diabetes risk,after-sting,dyslexic,flare,horny,irritability,sleep,mad,sluggish,out of it,mtx,anxiety,glaucoma,gastic upset,pee every five minutes,wired,neck ache,stressful,lightheaded,smoke,drowsy","['product', 'back']"
47,mollyjoh_T1D,"Just dropped this vial of Humalog on the hardwood kitchen floor and it DIDN’T break. Thank goodness! Can’t use it until the bubbles go away, but at least I have another vial I can use. Which should be the case for all people with diabetes...#Insulin4All https://t.co/oszMQLUmIV",Twitter for iPhone,1,Insulin4All,,Humalog,Diabetes,just dropped this vial of humalog on the hardwood kitchen floor and it didn break thank goodness can use it until the bubbles go away but at least have another vial can use which should be the case for all people with diabetes insulin all,negative,"['can', 'can', 'diabet']","[('thank goodness can', 'can use it'), ('thank goodness can', 'can use it'), ('people with diabet', 'diabet es insulin')]","blurred vision,chills,cold sweats,confusion,depression,dizziness,drowsiness,excessive hunger,fast heartbeat,fever,headache,irritability,lower pain,nightmares,painful urination,restless sleep,seizures,shakiness,slurred speech,sleepless,memory loss,prolactin,sun sensitivity,dizziness,vomited,diabetes risk,after-sting,dyslexic,flare,horny,irritability,sleep,mad,sluggish,out of it,mtx,anxiety,glaucoma,gastic upset,pee every five minutes,wired,neck ache,stressful,lightheaded,smoke,drowsy","['can', 'can']"
48,robingsmith,RT @GoodRx: A big reason why insulin is so expensive is because there are no generics available. Here's how you can save on brands like Hum…,Twitter Web Client,1,,GoodRx,Humalog,Diabetes,big reason why insulin is so expensive is because there are no generics available here how you can save on brands like hum,negative,['can'],"[('how you can', 'can save on')]","blurred vision,chills,cold sweats,confusion,depression,dizziness,drowsiness,excessive hunger,fast heartbeat,fever,headache,irritability,lower pain,nightmares,painful urination,restless sleep,seizures,shakiness,slurred speech,sleepless,memory loss,prolactin,sun sensitivity,dizziness,vomited,diabetes risk,after-sting,dyslexic,flare,horny,irritability,sleep,mad,sluggish,out of it,mtx,anxiety,glaucoma,gastic upset,pee every five minutes,wired,neck ache,stressful,lightheaded,smoke,drowsy",['can']
49,GoodRx,A big reason why insulin is so expensive is because there are no generics available. Here's how you can save on brands like Humalog. #SaveOnMedsWeek @consumerreports https://t.co/6utchbfkGY,Sprout Social,1,SaveOnMedsWeek,ConsumerReports,Humalog,Diabetes,big reason why insulin is so expensive is because there are no generics available here how you can save on brands like humalog saveonmedsweek,negative,['can'],"[('how you can', 'can save on')]","blurred vision,chills,cold sweats,confusion,depression,dizziness,drowsiness,excessive hunger,fast heartbeat,fever,headache,irritability,lower pain,nightmares,painful urination,restless sleep,seizures,shakiness,slurred speech,sleepless,memory loss,prolactin,sun sensitivity,dizziness,vomited,diabetes risk,after-sting,dyslexic,flare,horny,irritability,sleep,mad,sluggish,out of it,mtx,anxiety,glaucoma,gastic upset,pee every five minutes,wired,neck ache,stressful,lightheaded,smoke,drowsy",['can']
50,joforrestpr,@CountCarbula I’d not heard of Fiasp. Thanks for opening my eyes. I use Humalog which I find slow to act and there is no way Lantus lasts 24 hours. Conversation with GP needed here...,Twitter for iPhone,0,,CountCarbula,Humalog,Diabetes,not heard of fiasp thanks for opening my eyes use humalog which find slow to act and there is no way lantus lasts hours conversation with gp needed here,negative,['slow'],"[('which find slow', 'slow to act')]","blurred vision,chills,cold sweats,confusion,depression,dizziness,drowsiness,excessive hunger,fast heartbeat,fever,headache,irritability,lower pain,nightmares,painful urination,restless sleep,seizures,shakiness,slurred speech,sleepless,memory loss,prolactin,sun sensitivity,dizziness,vomited,diabetes risk,after-sting,dyslexic,flare,horny,irritability,sleep,mad,sluggish,out of it,mtx,anxiety,glaucoma,gastic upset,pee every five minutes,wired,neck ache,stressful,lightheaded,smoke,drowsy",['slow']
51,Kitch2202,RT @t1pippop: @Tims_Pants @betabetic @ipump1 @drpratikc @OceanTragic Or idiot with Diabetes spends 4 days with Lantus in short acting pen i…,Twitter for iPhone,1,,t1pippop Tims_Pants betabetic ipump1 drpratikc OceanTragic,Humalog,Diabetes,pippop or idiot with diabetes spends days with lantus in short acting pen,negative,['diabet'],"[('idiot with diabet', 'diabet es spends')]","blurred vision,chills,cold sweats,confusion,depression,dizziness,drowsiness,excessive hunger,fast heartbeat,fever,headache,irritability,lower pain,nightmares,painful urination,restless sleep,seizures,shakiness,slurred speech,sleepless,memory loss,prolactin,sun sensitivity,dizziness,vomited,diabetes risk,after-sting,dyslexic,flare,horny,irritability,sleep,mad,sluggish,out of it,mtx,anxiety,glaucoma,gastic upset,pee every five minutes,wired,neck ache,stressful,lightheaded,smoke,drowsy",[]
52,t1pippop,"@Tims_Pants @betabetic @ipump1 @drpratikc @OceanTragic Or idiot with Diabetes spends 4 days with Lantus in short acting pen instead of humalog #oops 

same idiot also forgets to prep pump tubing before insertion #oops 

Idiot has #t1d for 30 years #mi",Twitter for iPhone,1,oops oops t1d mistakes,Tims_Pants betabetic ipump1 drpratikc OceanTragic,Humalog,Diabetes,or idiot with diabetes spends days with lantus in short acting pen instead of humalog oops same idiot also forgets to prep pump tubing before insertion oops idiot has for years mistak,negative,"['diabet', 'forget']","[('idiot with diabet', 'diabet es spends'), ('idiot also forget', 'forget s to')]","blurred vision,chills,cold sweats,confusion,depression,dizziness,drowsiness,excessive hunger,fast heartbeat,fever,headache,irritability,lower pain,nightmares,painful urination,restless sleep,seizures,shakiness,slurred speech,sleepless,memory loss,prolactin,sun sensitivity,dizziness,vomited,diabetes risk,after-sting,dyslexic,flare,horny,irritability,sleep,mad,sluggish,out of it,mtx,anxiety,glaucoma,gastic upset,pee every five minutes,wired,neck ache,stressful,lightheaded,smoke,drowsy",['forget']
53,tisshe,"#T1D friends, what bolus do you use and how do you like it? Have you tried a few before you found what works for you? I feel like Humalog is not working as well for me as it used to, and am thinking about asking my Dr. if I can try something different. Recommendations?",Twitter Web Client,0,T1D,,Humalog,Diabetes,friends what bolus do you use and how do you like it have you tried few before you found what works for you feel like humalog is not working as well for me as it used to and am thinking about asking my dr if can try something different recommendations,negative,"['think', 'can']","[('and am think', 'think ing about'), ('dr if can', 'can try something')]","blurred vision,chills,cold sweats,confusion,depression,dizziness,drowsiness,excessive hunger,fast heartbeat,fever,headache,irritability,lower pain,nightmares,painful urination,restless sleep,seizures,shakiness,slurred speech,sleepless,memory loss,prolactin,sun sensitivity,dizziness,vomited,diabetes risk,after-sting,dyslexic,flare,horny,irritability,sleep,mad,sluggish,out of it,mtx,anxiety,glaucoma,gastic upset,pee every five minutes,wired,neck ache,stressful,lightheaded,smoke,drowsy","['think', 'can']"
54,hevald,@sixuntilme I just take it cold. Not humalog though. <f0><U+009F><U+0098><U+0089>,Twitter for Android,0,,sixuntilme,Humalog,Diabetes,just take it cold not humalog though,negative,['cold'],"[('take it cold', 'cold not humalog')]","blurred vision,chills,cold sweats,confusion,depression,dizziness,drowsiness,excessive hunger,fast heartbeat,fever,headache,irritability,lower pain,nightmares,painful urination,restless sleep,seizures,shakiness,slurred speech,sleepless,memory loss,prolactin,sun sensitivity,dizziness,vomited,diabetes risk,after-sting,dyslexic,flare,horny,irritability,sleep,mad,sluggish,out of it,mtx,anxiety,glaucoma,gastic upset,pee every five minutes,wired,neck ache,stressful,lightheaded,smoke,drowsy",[]
55,Peakabull,"@afrezzauser So uber is like humalog novalog fisap ? 

Slow very slow 

Lyft is like Afrezza much much faster ?",Twitter for iPhone,0,,afrezzauser,Humalog,Diabetes,so uber is like humalog novalog fisap slow very slow lyft is like afrezza much much faster,negative,"['slow', 'slow']","[('novalog fisap slow', 'slow very slow'), ('novalog fisap slow', 'slow very slow')]","blurred vision,chills,cold sweats,confusion,depression,dizziness,drowsiness,excessive hunger,fast heartbeat,fever,headache,irritability,lower pain,nightmares,painful urination,restless sleep,seizures,shakiness,slurred speech,sleepless,memory loss,prolactin,sun sensitivity,dizziness,vomited,diabetes risk,after-sting,dyslexic,flare,horny,irritability,sleep,mad,sluggish,out of it,mtx,anxiety,glaucoma,gastic upset,pee every five minutes,wired,neck ache,stressful,lightheaded,smoke,drowsy","['slow', 'slow']"
56,AndreiFritz,"Record Store Chronicles Day 435: A woman returned a CD in the mail with a series of grumpy Levemir ® post-its describing her disappointment, signed with an address sticker",Twitter for iPhone,0,,,Levemir,Diabetes,record store chronicles day woman returned cd in the mail with series of grumpy levemir post its describing her disappointment signed with an address sticker,negative,['grumpi'],[None],"weight gain,headache,back pain,stomach pain,flu symptoms,crohns disease,olanzapine lbs,weightgain,burns,breath smells,neck pain,insomnia,bad dreams,flat,dreaming,nightmare,numb,joint pain,burnt,exhaustion,neck,not feeling good,stopped working,restless leg syndrome,hungover,respiratory probs,skin issues,crazy,zombie,inhaler,crippled,paraesthesia,stressed,throat,withdrawls,stomach hurt,high bp,disconnected,blurry vision,remicade,fast pulse",['grumpi']
57,FamTimaTingz,"Not being at work and still thinking about things like Abasaglar, Tresiba, Toujeo, Lantus, Levemir, Victoza.. all these foreign names in a fridge. Sounds like Russian weapons tbh.",Twitter for iPhone,0,,,Levemir,Diabetes,not being at work and still thinking about things like abasaglar tresiba toujeo lantus levemir victoza all these foreign names in fridge sounds like russian weapons tbh,negative,['think'],"[('and still think', 'think ing about')]","weight gain,headache,back pain,stomach pain,flu symptoms,crohns disease,olanzapine lbs,weightgain,burns,breath smells,neck pain,insomnia,bad dreams,flat,dreaming,nightmare,numb,joint pain,burnt,exhaustion,neck,not feeling good,stopped working,restless leg syndrome,hungover,respiratory probs,skin issues,crazy,zombie,inhaler,crippled,paraesthesia,stressed,throat,withdrawls,stomach hurt,high bp,disconnected,blurry vision,remicade,fast pulse",['think']
58,GilmerHealthLaw,"@PJ_Hawtie @JayePeso @thethomps Levemir is awful! They generally prefer it in hospitals here and then they all get confused why my blood sugars go up. Levemir is NOT a substitute, especially when the activation rate only covers 2/3 of my day at best.",Twitter for Android,0,,PJ_Hawtie JayePeso thethomps,Levemir,Diabetes,levemir is awful they generally prefer it in hospitals here and then they all get confused why my blood sugars go up levemir is not substitute especially when the activation rate only covers of my day at best,negative,"['confus', 'blood', 'up']","[('all get confus', 'confus ed why'), ('why my blood', 'blood sugars go'), ('sugars go up', 'up levemir is')]","weight gain,headache,back pain,stomach pain,flu symptoms,crohns disease,olanzapine lbs,weightgain,burns,breath smells,neck pain,insomnia,bad dreams,flat,dreaming,nightmare,numb,joint pain,burnt,exhaustion,neck,not feeling good,stopped working,restless leg syndrome,hungover,respiratory probs,skin issues,crazy,zombie,inhaler,crippled,paraesthesia,stressed,throat,withdrawls,stomach hurt,high bp,disconnected,blurry vision,remicade,fast pulse","['confus', 'blood', 'up']"
59,ghosttlove,"I haven't been able to take my lantus insulin dose for the past 4 days and today the consequences rly hit me and I've been bedridden, throwing up water, and have an awful headache. Bless my pal for picking it up at CVS this morning. Still sick tho",Twitter for iPhone,0,,,Lantus,Diabetes,haven been able to take my lantus insulin dose for the past days and today the consequences rly hit me and ve been bedridden throwing up water and have an awful headache bless my pal for picking it up at cvs this morning still sick tho,negative,"['bedridden', 'up', 'headach', 'up', 'sick']","[('ve been bedridden', 'bedridden throwing up'), ('bedridden throwing up', 'up water and'), ('an awful headach', 'headach e bless'), ('bedridden throwing up', 'up water and'), ('morning still sick', 'sick th o')]","anxiety,behavior change,blurred vision,chills,cold sweats,confusion,seizures,pale skin,difficulty with thinking,dizzinessÊ,drowsiness,excessive hunger,fast heartbeat,headache,nausea,nervousness,nightmares,restless sleep,shakiness,slurred speech,tingling,need to sleep,weird,binge,copaxone,twitches,relaxing,disturbed sleep,coughing,weakened,cotton mouth,unconscious,tolerant,angry,brain zap,anger,yawning,pooped out,arthritis,diarrhea","['bedridden', 'up', 'up', 'sick']"
60,bibzey,"@alexis64murphy @houseonhillcats @Falkorkat @deborah26449389 One thing I can tell you regarding French vets is that they insist the only food diabetic cats should be given is dry, diabetic biscuits. They also don't like Lantus. Bob's had two vets, both di",Twitter for Android,0,,alexis64murphy houseonhillcats Falkorkat deborah26449389,Lantus,Diabetes,murphy one thing can tell you regarding french vets is that they insist the only food diabetic cats should be given is dry diabetic biscuits they also don like lantus bob had two vets both di,negative,"['can', 'diabet', 'diabet']","[('one thing can', 'can tell you'), ('only food diabet', 'diabet ic cats'), ('only food diabet', 'diabet ic cats')]","anxiety,behavior change,blurred vision,chills,cold sweats,confusion,seizures,pale skin,difficulty with thinking,dizzinessÊ,drowsiness,excessive hunger,fast heartbeat,headache,nausea,nervousness,nightmares,restless sleep,shakiness,slurred speech,tingling,need to sleep,weird,binge,copaxone,twitches,relaxing,disturbed sleep,coughing,weakened,cotton mouth,unconscious,tolerant,angry,brain zap,anger,yawning,pooped out,arthritis,diarrhea","['can', 'diabet', 'diabet']"
61,JaseWhiteHorse,@Claireac78 @Diabetescouk @paleowithmrsp I'm type 1 since I was put into coma I find it very hard to deal with I'm on a lantus pen :(,Twitter for Android,0,,Claireac78 Diabetescouk paleowithmrsp,Lantus,Diabetes,type since was put into coma find it very hard to deal with on lantus pen,negative,['coma'],"[('put into coma', 'coma find it')]","anxiety,behavior change,blurred vision,chills,cold sweats,confusion,seizures,pale skin,difficulty with thinking,dizzinessÊ,drowsiness,excessive hunger,fast heartbeat,headache,nausea,nervousness,nightmares,restless sleep,shakiness,slurred speech,tingling,need to sleep,weird,binge,copaxone,twitches,relaxing,disturbed sleep,coughing,weakened,cotton mouth,unconscious,tolerant,angry,brain zap,anger,yawning,pooped out,arthritis,diarrhea",['coma']
